date,Temperature (° C),Dew Point (° C),Humidity (%),Wind Speed (mph),Pressure (Hg),Precipitation (in)
6/21/2018,0.675213675,0.157024793,0.455319149,0.732984293,0.537931034,0
6/22/2018,0.769230769,0.239669421,0.623404255,0.497382199,0.55862069,0
6/23/2018,0.752136752,0.239669421,0.612765957,0.371727749,0.620689655,0
6/24/2018,0.735042735,0.231404959,0.595744681,0.413612565,0.64137931,0
6/25/2018,0.641025641,0.272727273,0.553191489,0.465968586,0.64137931,0
6/26/2018,0.564102564,0.173553719,0.342553191,0.659685864,0.606896552,0
6/27/2018,0.384615385,0.107438017,0.044680851,0.753926702,0.531034483,0
6/28/2018,0.461538462,0.157024793,0.191489362,0.816753927,0.517241379,0
6/29/2018,0.564102564,0.223140496,0.387234043,0.947643979,0.627586207,0
6/30/2018,0.658119658,0.181818182,0.436170213,0.628272251,0.668965517,0
7/1/2018,0.606837607,0.190082645,0.368085106,0.659685864,0.634482759,0
7/2/2018,0.555555556,0.148760331,0.289361702,0.544502618,0.627586207,0
7/3/2018,0.615384615,0.231404959,0.457446809,0.408376963,0.662068966,0
7/4/2018,0.632478632,0.239669421,0.487234043,0.397905759,0.682758621,0
7/5/2018,0.64957265,0.256198347,0.531914894,0.418848168,0.765517241,0
7/6/2018,0.572649573,0.256198347,0.444680851,0.366492147,0.786206897,0
7/7/2018,0.58974359,0.247933884,0.442553191,0.513089005,0.765517241,0
7/8/2018,0.683760684,0.272727273,0.595744681,0.439790576,0.806896552,0
7/9/2018,0.598290598,0.214876033,0.427659574,0.57591623,0.751724138,0
7/10/2018,0.581196581,0.20661157,0.391489362,0.507853403,0.717241379,0
7/11/2018,0.538461538,0.272727273,0.438297872,0.293193717,0.751724138,0
7/12/2018,0.538461538,0.256198347,0.412765957,0.523560209,0.806896552,0
7/13/2018,0.555555556,0.20661157,0.368085106,0.497382199,0.84137931,0
7/14/2018,0.581196581,0.214876033,0.417021277,0.570680628,0.813793103,0
7/15/2018,0.623931624,0.239669421,0.485106383,0.356020942,0.731034483,0
7/16/2018,0.555555556,0.190082645,0.357446809,0.544502618,0.744827586,0
7/17/2018,0.435897436,0.107438017,0.09787234,0.664921466,0.903448276,0
7/18/2018,0.555555556,0.223140496,0.391489362,0.293193717,1,0
7/19/2018,0.572649573,0.181818182,0.361702128,0.612565445,0.855172414,0
7/20/2018,0.623931624,0.082644628,0.29787234,0.591623037,0.737931034,0
7/21/2018,0.717948718,0.157024793,0.491489362,0.492146597,0.682758621,0
7/22/2018,0.606837607,0.157024793,0.372340426,0.539267016,0.675862069,0
7/23/2018,0.675213675,0.181818182,0.482978723,0.408376963,0.724137931,0
7/24/2018,0.666666667,0.247933884,0.553191489,0.382198953,0.675862069,0
7/25/2018,0.658119658,0.190082645,0.472340426,0.507853403,0.662068966,0
7/26/2018,0.666666667,0.190082645,0.480851064,0.523560209,0.648275862,0
7/27/2018,0.692307692,0.165289256,0.476595745,0.539267016,0.696551724,0
7/28/2018,0.615384615,0.190082645,0.404255319,0.486910995,0.696551724,0
7/29/2018,0.564102564,0.132231405,0.276595745,0.769633508,0.717241379,0
7/30/2018,0.444444444,0.148760331,0.165957447,0.759162304,0.675862069,0
7/31/2018,0.581196581,0.26446281,0.453191489,0.612565445,0.579310345,0
8/1/2018,0.641025641,0.272727273,0.54893617,0.439790576,0.6,0
8/2/2018,0.641025641,0.338842975,0.619148936,0.240837696,0.579310345,0
8/3/2018,0.632478632,0.32231405,0.591489362,0.345549738,0.648275862,0
8/4/2018,0.666666667,0.289256198,0.589361702,0.345549738,0.710344828,0
8/5/2018,0.623931624,0.223140496,0.463829787,0.460732984,0.689655172,0
8/6/2018,0.52991453,0.157024793,0.276595745,0.643979058,0.696551724,0
8/7/2018,0.52991453,0.099173554,0.204255319,0.858638743,0.772413793,0
8/8/2018,0.58974359,0.198347107,0.391489362,0.486910995,0.765517241,0
8/9/2018,0.615384615,0.338842975,0.589361702,0.219895288,0.737931034,0
8/10/2018,0.606837607,0.32231405,0.563829787,0.408376963,0.696551724,0
8/11/2018,0.564102564,0.272727273,0.459574468,0.539267016,0.682758621,0
8/12/2018,0.581196581,0.272727273,0.480851064,0.492146597,0.772413793,0
8/13/2018,0.632478632,0.132231405,0.374468085,0.565445026,0.737931034,0
8/14/2018,0.632478632,0.165289256,0.406382979,0.434554974,0.724137931,0
8/15/2018,0.606837607,0.181818182,0.387234043,0.45026178,0.620689655,0
8/16/2018,0.615384615,0.231404959,0.459574468,0.371727749,0.731034483,0
8/17/2018,0.623931624,0.223140496,0.478723404,0.282722513,0.993103448,0
8/18/2018,0.58974359,0.173553719,0.368085106,0.502617801,0.937931034,0
8/19/2018,0.572649573,0.132231405,0.30212766,0.685863874,0.772413793,0
8/20/2018,0.615384615,0.082644628,0.293617021,0.628272251,0.627586207,0
8/21/2018,0.598290598,0.107438017,0.295744681,0.727748691,0.710344828,0
8/22/2018,0.632478632,0.173553719,0.414893617,0.486910995,0.772413793,0
8/23/2018,0.598290598,0.165289256,0.365957447,0.633507853,0.717241379,0
8/24/2018,0.504273504,0.140495868,0.217021277,0.753926702,0.648275862,0
8/25/2018,0.435897436,0.132231405,0.134042553,0.811518325,0.586206897,0
8/26/2018,0.435897436,0.165289256,0.172340426,0.77486911,0.682758621,0
8/27/2018,0.384615385,0.181818182,0.131914894,0.659685864,0.620689655,0
8/28/2018,0.435897436,0.223140496,0.236170213,0.617801047,0.524137931,0
8/29/2018,0.581196581,0.256198347,0.45106383,0.382198953,0.579310345,0
8/30/2018,0.572649573,0.26446281,0.465957447,0.287958115,0.682758621,0
8/31/2018,0.487179487,0.214876033,0.29787234,0.586387435,0.565517241,0
9/1/2018,0.538461538,0.173553719,0.287234043,0.732984293,0.448275862,0
9/2/2018,0.658119658,0.198347107,0.457446809,0.492146597,0.572413793,0
9/3/2018,0.547008547,0.198347107,0.338297872,0.534031414,0.620689655,0
9/4/2018,0.461538462,0.190082645,0.223404255,0.696335079,0.537931034,0
9/5/2018,0.47008547,0.231404959,0.291489362,0.465968586,0.510344828,0
9/6/2018,0.572649573,0.272727273,0.457446809,0.439790576,0.613793103,0
9/7/2018,0.709401709,0.223140496,0.536170213,0.392670157,0.696551724,0
9/8/2018,0.547008547,0.198347107,0.353191489,0.732984293,0.675862069,0
9/9/2018,0.487179487,0.115702479,0.185106383,0.863874346,0.517241379,0
9/10/2018,0.555555556,0.115702479,0.268085106,0.832460733,0.379310345,0
9/11/2018,0.658119658,0.165289256,0.425531915,0.565445026,0.462068966,0
9/12/2018,0.547008547,0.181818182,0.325531915,0.602094241,0.579310345,0
9/13/2018,0.495726496,0.173553719,0.25106383,0.670157068,0.648275862,0
9/14/2018,0.384615385,0.157024793,0.10212766,0.617801047,0.648275862,0
9/15/2018,0.444444444,0.148760331,0.153191489,0.701570681,0.717241379,0
9/16/2018,0.452991453,0.123966942,0.134042553,0.806282723,0.848275862,0
9/17/2018,0.581196581,0.20661157,0.395744681,0.554973822,0.827586207,0
9/18/2018,0.606837607,0.231404959,0.455319149,0.54973822,0.64137931,0
9/19/2018,0.384615385,0.099173554,0.025531915,0.905759162,0.455172414,0
9/20/2018,0.538461538,0.132231405,0.253191489,0.769633508,0.462068966,0
9/21/2018,0.675213675,0.132231405,0.404255319,0.795811518,0.468965517,0
9/22/2018,0.632478632,0.157024793,0.387234043,0.785340314,0.379310345,0
9/23/2018,0.555555556,0.157024793,0.293617021,0.753926702,0.337931034,0
9/24/2018,0.435897436,0.132231405,0.134042553,0.869109948,0.351724138,0
9/25/2018,0.606837607,0.123966942,0.306382979,0.743455497,0.468965517,0
9/26/2018,0.666666667,0.20661157,0.485106383,0.664921466,0.551724138,0
9/27/2018,0.717948718,0.115702479,0.440425532,0.717277487,0.586206897,0
9/28/2018,0.709401709,0.049586777,0.359574468,0.806282723,0.6,0
9/29/2018,0.658119658,0.107438017,0.361702128,0.696335079,0.593103448,0
9/30/2018,0.52991453,0.173553719,0.285106383,0.670157068,0.537931034,0
10/1/2018,0.538461538,0.132231405,0.253191489,0.712041885,0.462068966,0
10/2/2018,0.444444444,0.115702479,0.134042553,0.853403141,0.4,0
10/3/2018,0.606837607,0.190082645,0.39787234,0.869109948,0.413793103,0
10/4/2018,0.615384615,0.231404959,0.45106383,0.790575916,0.420689655,0
10/5/2018,0.47008547,0.165289256,0.208510638,0.591623037,0.365517241,0
10/6/2018,0.504273504,0.148760331,0.225531915,0.759162304,0.379310345,0
10/7/2018,0.581196581,0.148760331,0.319148936,0.858638743,0.386206897,0
10/8/2018,0.58974359,0.165289256,0.353191489,0.753926702,0.413793103,0
10/9/2018,0.58974359,0.20661157,0.40212766,0.837696335,0.448275862,0
10/10/2018,0.64957265,0.198347107,0.457446809,0.732984293,0.420689655,0
10/11/2018,0.675213675,0.190082645,0.476595745,0.722513089,0.337931034,0
10/12/2018,0.666666667,0.247933884,0.540425532,0.633507853,0.275862069,0
10/13/2018,0.564102564,0.148760331,0.314893617,0.769633508,0.268965517,0
10/14/2018,0.709401709,0.140495868,0.442553191,0.790575916,0.344827586,0
10/15/2018,0.623931624,0.107438017,0.319148936,0.884816754,0.337931034,0
10/16/2018,0.623931624,0.082644628,0.3,0.732984293,0.365517241,0
10/17/2018,0.623931624,0.115702479,0.338297872,0.806282723,0.44137931,0
10/18/2018,0.666666667,0.157024793,0.431914894,0.748691099,0.489655172,0
10/19/2018,0.641025641,0.190082645,0.440425532,0.827225131,0.448275862,0
10/20/2018,0.427350427,0.132231405,0.131914894,0.743455497,0.379310345,0
10/21/2018,0.41025641,0.099173554,0.04893617,0.64921466,0.337931034,0
10/22/2018,0.52991453,0.132231405,0.240425532,0.759162304,0.331034483,0
10/23/2018,0.444444444,0.132231405,0.144680851,0.780104712,0.331034483,0
10/24/2018,0.521367521,0.148760331,0.257446809,0.821989529,0.303448276,0
10/25/2018,0.564102564,0.123966942,0.282978723,0.832460733,0.282758621,0
10/26/2018,0.641025641,0.123966942,0.346808511,0.77486911,0.255172414,0
10/27/2018,0.615384615,0.181818182,0.395744681,0.811518325,0.268965517,0
10/28/2018,0.632478632,0.190082645,0.438297872,0.816753927,0.282758621,0
10/29/2018,0.675213675,0.20661157,0.506382979,0.77486911,0.365517241,0
10/30/2018,0.606837607,0.380165289,0.608510638,0.602094241,0.379310345,0
10/31/2018,0.478632479,0.685950413,0.780851064,0.586387435,0.282758621,0
11/1/2018,0.401709402,0.73553719,0.763829787,0.633507853,0.296551724,0
11/2/2018,0.444444444,0.776859504,0.85106383,0.753926702,0.282758621,0
11/3/2018,0.478632479,0.652892562,0.761702128,0.77486911,0.234482759,0
11/4/2018,0.581196581,0.487603306,0.693617021,0.64921466,0.317241379,0
11/5/2018,0.658119658,0.380165289,0.665957447,0.633507853,0.386206897,0
11/6/2018,0.632478632,0.388429752,0.646808511,0.706806283,0.393103448,0
11/7/2018,0.615384615,0.297520661,0.557446809,0.670157068,0.386206897,0
11/8/2018,0.598290598,0.247933884,0.472340426,0.596858639,0.44137931,0
11/9/2018,0.435897436,0.173553719,0.2,0.764397906,0.434482759,0
11/10/2018,0.504273504,0.157024793,0.257446809,0.696335079,0.372413793,0
11/11/2018,0.598290598,0.198347107,0.389361702,0.732984293,0.35862069,0
11/12/2018,0.658119658,0.231404959,0.5,0.853403141,0.448275862,0
11/13/2018,0.615384615,0.148760331,0.380851064,0.722513089,0.537931034,0
11/14/2018,0.692307692,0.148760331,0.438297872,0.832460733,0.510344828,0
11/15/2018,0.700854701,0.132231405,0.434042553,0.827225131,0.44137931,0
11/16/2018,0.709401709,0.115702479,0.434042553,0.80104712,0.393103448,0
11/17/2018,0.632478632,0.132231405,0.372340426,0.827225131,0.379310345,0
11/18/2018,0.495726496,0.20661157,0.306382979,0.921465969,0.324137931,0
11/19/2018,0.598290598,0.190082645,0.393617021,0.732984293,0.296551724,0
11/20/2018,0.615384615,0.214876033,0.44893617,0.863874346,0.296551724,0
11/21/2018,0.709401709,0.239669421,0.54893617,0.842931937,0.344827586,0
11/22/2018,0.709401709,0.190082645,0.514893617,0.816753927,0.324137931,0
11/23/2018,0.623931624,0.289256198,0.540425532,0.759162304,0.227586207,0
11/24/2018,0.58974359,0.396694215,0.617021277,0.790575916,0.262068966,0
11/25/2018,0.564102564,0.479338843,0.665957447,0.732984293,0.303448276,0
11/26/2018,0.512820513,0.58677686,0.740425532,0.612565445,0.310344828,0
11/27/2018,0.41025641,0.553719008,0.617021277,0.633507853,0.193103448,0
11/28/2018,0.341880342,0.487603306,0.476595745,0.696335079,0.137931034,0
11/29/2018,0.512820513,0.404958678,0.553191489,0.842931937,0.137931034,0
11/30/2018,0.58974359,0.338842975,0.561702128,0.77486911,0.2,0
12/1/2018,0.675213675,0.256198347,0.542553191,0.863874346,0.331034483,0
12/2/2018,0.692307692,0.256198347,0.557446809,0.842931937,0.413793103,0
12/3/2018,0.700854701,0.280991736,0.591489362,0.853403141,0.393103448,0
12/4/2018,0.726495726,0.26446281,0.6,0.769633508,0.386206897,0
12/5/2018,0.709401709,0.289256198,0.623404255,0.785340314,0.462068966,0
12/6/2018,0.683760684,0.32231405,0.623404255,0.790575916,0.475862069,0
12/7/2018,0.700854701,0.256198347,0.585106383,0.764397906,0.455172414,0
12/8/2018,0.333333333,0.214876033,0.106382979,0.607329843,0.296551724,0
12/9/2018,0.427350427,0.190082645,0.195744681,0.701570681,0.310344828,0
12/10/2018,0.478632479,0.363636364,0.476595745,0.748691099,0.337931034,0
12/11/2018,0.555555556,0.314049587,0.49787234,0.77486911,0.331034483,0
12/12/2018,0.487179487,0.289256198,0.393617021,0.602094241,0.24137931,0
12/13/2018,0.418803419,0.537190083,0.608510638,0.643979058,0.131034483,0
12/14/2018,0.384615385,0.611570248,0.657446809,0.617801047,0.110344828,0
12/15/2018,0.418803419,0.611570248,0.682978723,0.497382199,0.124137931,0
12/16/2018,0.555555556,0.545454545,0.75106383,0.476439791,0.124137931,0
12/17/2018,0.487179487,0.545454545,0.685106383,0.539267016,0.131034483,0
12/18/2018,0.47008547,0.537190083,0.644680851,0.617801047,0.165517241,0
12/19/2018,0.555555556,0.520661157,0.704255319,0.753926702,0.165517241,0
12/20/2018,0.623931624,0.371900826,0.612765957,0.90052356,0.255172414,0
12/21/2018,0.675213675,0.297520661,0.582978723,0.921465969,0.372413793,0
12/22/2018,0.726495726,0.198347107,0.536170213,0.780104712,0.393103448,0
12/23/2018,0.683760684,0.32231405,0.634042553,0.581151832,0.406896552,0
